"TimerPES_First.Click","TimerPES_Last.Click","TimerPES_Page.Submit","TimerPES_Click.Count","PES_1","PES_2","PES_3","PES_4","PES_5","PES_6","PES_7","PES_8","PES_9","PES_10","PES_11","PES_12","PES_13","PES_14","PES_15","PES_16","PES_17","PES_18","Gender","Faculty","Program","Year.Program","First.Semester","PA_profile"
18.208,103.225,85.128,20,4,1,4,2,3,2,4,4,3,1,3,2,3,3,4,2,1,4,"Male","Faculty of Health Sciences","Commerce","4th year","No","Inactive"
12.198,84.928,57.604,21,3,3,4,2,5,3,3,2,3,4,3,1,4,3,2,1,2,4,"Male","Faculty of Science","Nursing","2nd year","No","Vigorous PA"
43.668,30.59,84.989,39,2,5,3,2,1,2,3,3,4,1,3,3,3,2,4,4,2,4,"Female","Faculty of Health Sciences","Psychology","1st year","No","Light PA"
7.03,77.195,115.304,23,1,2,5,3,2,2,4,2,3,1,2,3,2,4,2,2,2,4,"Female","Faculty of Egineering","psychology/linguistics","1st year","Yes","Inactive"
117.07,11.5,37.893,27,5,2,3,2,4,2,4,1,2,1,3,4,4,2,5,4,4,5,"Female","Faculty of Science","Kinesiology","5th year","No","Vigorous PA"
8.343,86.953,427.646,25,2,1,4,4,4,3,2,2,4,2,2,1,2,3,3,3,1,3,"Female","Faculty of Science","International Development & Globalization","1st year","Yes","Moderate PA"
78.083,205.093,72.418,51,3,2,4,3,2,1,4,2,3,4,2,4,3,1,2,3,1,3,"Female","Telfer School of Management","Economics","1st year","No","Light PA"
17.342,102.554,99.171,18,4,4,4,4,3,3,4,2,3,3,1,3,5,3,4,4,2,3,"Male","Faculty of Health Sciences","Biomedical sciences","4th year","Yes","Light PA"
7.759,137.27,105.117,38,4,5,4,2,5,2,3,1,2,3,1,1,2,2,4,1,4,5,"Male","Faculty of Social Sciences","Political Science","1st year","Yes","Inactive"
13.942,117.551,79.101,25,3,2,3,1,4,3,2,3,4,1,2,1,3,3,5,2,2,4,"Male","Faculty of Social Sciences","Bachelor of Nursing","1st year","No","Inactive"
15.42,125.19,114.52,19,1,2,1,4,4,2,5,2,3,1,2,1,5,3,5,3,2,5,"Female","Faculty of Social Sciences","nursing","3rd year","No","Light PA"
0.669,24.548,188.641,18,4,2,5,2,4,2,3,5,2,1,3,3,1,4,3,4,5,4,"Female","Telfer School of Management","CRM and PSY","3rd year","No","Inactive"
18.845,228.394,358.119,22,2,3,5,2,3,2,3,1,4,3,1,3,3,2,4,5,2,4,"Female","Telfer School of Management","finance","1st year","Yes","Moderate PA"
13.864,49.417,70.629,24,4,2,2,4,5,4,2,3,5,4,1,5,4,4,4,4,1,2,"Female","Faculty of Social Sciences","Criminology","1st year","Yes","Inactive"
3.669,88.083,116.765,22,4,2,3,2,2,3,4,1,3,1,4,4,3,3,3,2,4,5,"Male","Faculty of Arts","Business Technology Management","1st year","No","Vigorous PA"
30.772,82.803,21.66,45,4,4,2,2,4,3,4,3,4,3,3,4,1,2,5,1,4,2,"Female","Telfer School of Management","Biomedical Sciences","1st year","No","Moderate PA"
7.649,79.906,54.109,23,2,2,5,1,4,4,5,2,4,2,3,2,4,1,4,4,2,3,"Male","Faculty of Science","Joint honours psychology and linguistics","1st year","Yes","Light PA"
4.512,104.32,62.953,29,4,1,5,4,2,2,4,2,4,2,3,4,4,2,4,3,2,5,"Female","Faculty of Health Sciences","Health Sciences","1st year","No","Inactive"
8.577,47.893,144.755,25,3,2,4,1,5,4,2,1,3,2,2,2,4,3,2,3,2,3,"Female","Faculty of Social Sciences","Psychology","2nd year","Yes","Light PA"
222.984,92.236,68.768,20,4,2,3,2,4,2,2,4,3,2,2,3,2,2,3,4,3,4,"Female","Telfer School of Management","Linguistics","1st year","Yes","Vigorous PA"
3.742,357.113,60.102,25,4,2,2,1,4,2,2,2,3,2,2,2,4,1,4,3,4,2,"Female","Faculty of Arts","Honours Bsc psychology","1st year","No","Vigorous PA"
39.013,14.286,95.351,20,4,2,4,3,4,2,2,1,3,1,3,2,2,1,4,4,2,3,"Female","Faculty of Science","Computer Science","1st year","Yes","Inactive"
2.448,110.33,39.45,21,5,2,4,4,1,1,5,2,4,3,2,2,2,2,3,4,4,4,"Male","Telfer School of Management","Health science","3rd year","Yes","Light PA"
48.798,70.331,249.997,18,2,4,4,2,4,1,5,1,4,1,3,1,4,4,3,4,4,4,"Female","Faculty of Science","sociology and communications","1st year","No","Moderate PA"
6.109,1340.336,116.93,20,3,1,4,2,3,3,4,3,4,1,5,2,2,4,3,4,4,5,"Male","Telfer School of Management","Health Science","2nd year","No","Moderate PA"
78.839,57.969,161.148,20,2,2,4,4,2,2,4,3,2,2,3,5,3,2,4,1,3,4,"Male","Faculty of Social Sciences","BSC in Psychology (french immersion stream)","4th year","Yes","Light PA"
19.086,61.626,71.872,18,3,3,3,2,4,3,3,3,4,3,3,2,4,2,4,4,2,5,"Female","Telfer School of Management","English Literature","1st year","Yes","Light PA"
0.808,15.942,99.846,38,3,2,5,3,5,2,2,1,4,2,3,4,3,2,5,5,4,5,"Male","Faculty of Social Sciences","Health Sciences","2nd year","Yes","Light PA"
10.114,821.802,234.542,22,5,4,4,3,5,2,5,2,3,1,4,2,3,1,5,2,4,5,"Female","Faculty of Science","Psychology","2nd year","Yes","Light PA"
11.519,87.931,24.734,20,2,1,3,4,5,1,4,3,2,2,3,1,5,2,5,2,3,4,"Female","Faculty of Social Sciences","Biomed","2nd year","No","Inactive"
3.902,173.194,100.043,20,3,2,4,4,5,2,2,2,2,2,1,2,4,2,2,1,4,1,"Female","Faculty of Health Sciences","Health Sciences","1st year","Yes","Vigorous PA"
17.144,135.602,85.128,18,4,2,4,2,2,2,4,4,4,2,4,3,2,4,2,3,1,2,"Female","Faculty of Social Sciences","psychology and linguistics","1st year","No","Moderate PA"
337.857,76.106,72.492,24,3,1,2,4,3,2,3,2,4,2,4,4,2,2,4,4,2,2,"Male","Faculty of Social Sciences","communications","1st year","No","Moderate PA"
6.152,76.106,138.656,20,3,3,4,2,4,3,3,2,3,3,1,3,5,4,3,4,5,4,"Female","Faculty of Arts","Bachelor of Science in Nursing","2nd year","Yes","Inactive"
7.273,99.379,284.679,19,4,2,2,2,5,2,4,4,4,3,1,1,4,2,4,3,3,5,"Male","Faculty of Health Sciences","dietetics","2nd year","No","Moderate PA"
1.149,21.006,68.951,33,2,1,4,1,5,4,4,3,5,2,3,2,3,2,5,5,1,3,"Female","Telfer School of Management","Health Sciences","1st year","Yes","Inactive"
7.863,85.8,112.005,21,2,4,3,2,4,4,4,2,2,2,3,3,4,3,4,4,2,3,"Female","Faculty of Social Sciences","BCom (Finance)","2nd year","Yes","Light PA"
1.149,82.355,77.758,20,4,2,5,4,4,1,4,2,4,3,2,4,2,3,3,2,1,2,"Female","Faculty of Arts","Finance","3rd year","Yes","Light PA"
16.727,105.166,116.777,19,3,1,2,3,4,1,4,1,5,2,2,2,4,2,3,4,4,4,"Female","Faculty of Social Sciences","Commerce","1st year","No","Inactive"
12.237,113.685,102.321,27,2,4,4,4,4,2,3,4,2,1,1,2,4,1,3,5,2,3,"Female","Telfer School of Management","Accounting","1st year","No","Vigorous PA"
25.863,119.352,144.755,31,4,3,3,1,3,1,1,1,4,3,1,4,3,4,3,3,2,3,"Male","Telfer School of Management","Nursing","2nd year","Yes","Light PA"
55.782,42.501,245.929,18,5,3,3,1,5,3,5,4,3,2,2,3,5,4,4,4,1,4,"Female","Telfer School of Management","Bachelor of Human Kinetics","2nd year","Yes","Vigorous PA"
11.713,652.683,77.875,18,4,5,4,4,3,3,2,3,4,3,3,1,4,2,4,1,4,4,"Female","Faculty of Health Sciences","Health Sciences","1st year","No","Vigorous PA"
342.236,49.361,279.658,22,4,2,2,2,5,2,4,3,2,3,4,4,4,3,3,4,4,3,"Female","Faculty of Egineering","Human Kinetics","1st year","Yes","Vigorous PA"
12.125,237.158,119.538,18,4,2,2,1,4,4,5,2,3,4,4,3,4,1,4,4,1,4,"Female","Telfer School of Management","English","5th year","Yes","Inactive"
5.629,47.357,224.086,18,2,1,2,2,2,1,3,3,5,3,2,1,5,2,4,4,3,4,"Female","Faculty of Science","Nursing","3rd year","No","Moderate PA"
9.375,66.016,95.371,32,1,1,4,5,3,3,5,3,4,1,4,1,3,2,3,4,4,5,"Female","Telfer School of Management","Marketing","1st year","Yes","Moderate PA"
21.708,90.328,75.014,22,3,4,5,2,4,2,4,3,1,4,4,2,1,2,2,2,2,1,"Male","Telfer School of Management","Second Language Teaching","1st year","Yes","Inactive"
5.382,21.566,294.823,18,4,4,4,2,4,4,5,2,1,2,2,3,3,2,3,4,4,4,"Male","Faculty of Social Sciences","Biomedical Science","1st year","No","Moderate PA"
6.581,89.009,72.749,24,3,2,4,4,2,4,4,2,4,1,2,2,3,4,4,3,2,4,"Female","Telfer School of Management","Psychology bsc.","1st year","Yes","Moderate PA"
14.672,93.152,56.345,20,3,1,5,2,4,3,4,1,3,1,3,4,4,1,5,3,4,4,"Female","Faculty of Social Sciences","jd/bcom","2nd year","No","Light PA"
7.916,249.434,77.059,67,4,2,4,4,4,2,3,2,1,1,3,1,5,4,4,3,1,1,"Female","Faculty of Health Sciences","Psychology","2nd year","Yes","Moderate PA"
11.318,82.043,294.823,22,2,2,5,2,4,2,3,4,4,2,2,1,2,1,4,3,1,4,"Male","Telfer School of Management","Commerce and finance","1st year","Yes","Light PA"
193.416,67.431,100.125,25,3,2,2,5,2,1,4,2,4,2,3,2,3,2,5,2,2,3,"Male","Faculty of Science","Psychology","2nd year","No","Moderate PA"
7.892,94.212,15.331,18,2,4,2,4,5,3,2,3,4,2,2,2,2,3,3,1,2,3,"Female","Faculty of Arts","international development and economic","1st year","No","Moderate PA"
22.508,65.496,76.072,22,5,4,2,1,4,2,5,4,3,2,3,3,4,2,3,2,1,4,"Male","Faculty of Health Sciences","Biomedical Sciences","1st year","Yes","Moderate PA"
10.655,90.145,64.884,19,1,1,2,1,4,4,2,5,3,4,4,1,3,1,3,3,5,4,"Female","Faculty of Health Sciences","Linguistics","1st year","No","Moderate PA"
10.756,10.079,56.345,31,4,2,4,2,3,4,2,2,3,1,3,4,3,2,5,4,3,4,"Male","Telfer School of Management","health science","1st year","Yes","Inactive"
4.426,89.572,70.862,23,3,4,4,2,4,2,5,3,4,1,1,3,3,4,2,3,2,2,"Female","Faculty of Health Sciences","Software Engineering","1st year","Yes","Moderate PA"
12.73,112.865,115.035,25,2,2,4,2,4,1,5,3,2,3,4,2,4,2,4,2,1,5,"Female","Faculty of Science","Finance","1st year","Yes","Moderate PA"
2.48,90.54,162.813,51,2,2,2,1,4,3,3,2,3,1,3,3,2,4,3,4,1,4,"Female","Faculty of Social Sciences","BScN","4th year","No","Light PA"
393.496,186.547,71.788,27,2,3,4,1,3,3,5,3,2,2,3,1,4,2,4,2,2,2,"Female","Faculty of Arts","Honours Health Science","2nd year","Yes","Moderate PA"
37.978,108.702,95.138,21,4,4,3,2,3,2,2,2,4,2,4,3,2,3,2,1,3,2,"Male","Faculty of Health Sciences","Psychology","1st year","No","Inactive"
17.835,64.074,12.736,25,2,5,2,3,4,2,3,1,3,4,3,5,3,1,4,4,1,5,"Female","Faculty of Social Sciences","Bachelor of Arts in Psychology","2nd year","No","Moderate PA"
5.706,92.784,66.401,28,4,1,3,1,4,2,2,2,3,2,3,3,2,2,3,1,1,4,"Female","Faculty of Social Sciences","Biomedical Science","1st year","No","Inactive"
13.241,94.841,100.125,20,4,4,5,2,1,2,4,1,4,1,3,1,4,1,5,3,3,3,"Male","Faculty of Science","human resources","1st year","Yes","Light PA"
11.724,947.84,186.428,20,2,5,3,2,4,3,5,4,2,2,1,2,3,1,5,2,4,3,"Male","Faculty of Social Sciences","Psychology","3rd year","Yes","Light PA"
9.025,86.25,104.583,21,4,4,4,1,1,2,4,4,3,1,4,2,4,4,4,4,2,4,"Female","Faculty of Health Sciences","Psychology","1st year","No","Vigorous PA"
5.228,64.439,76.097,20,1,2,4,5,2,1,3,1,2,3,2,3,5,3,4,3,1,4,"Female","Faculty of Health Sciences","Mechanical Engineering","2nd year","No","Inactive"
24.518,164.445,25.137,34,5,4,4,3,2,2,4,1,3,1,3,3,4,2,5,5,1,5,"Female","Telfer School of Management","sociology and communications","1st year","Yes","Moderate PA"
5.593,150.221,78.716,24,5,4,4,3,4,5,4,1,3,1,3,3,5,2,4,3,2,2,"Female","Telfer School of Management","Psychology and linguistic","1st year","No","Light PA"
5.629,74.008,70.629,21,4,1,5,2,3,4,2,3,2,4,4,3,4,2,3,4,2,3,"Female","Faculty of Health Sciences","Bachelor of Science Psychology","1st year","Yes","Vigorous PA"
11.424,138.379,260.446,18,4,2,4,2,5,3,5,4,3,2,5,2,2,2,5,2,4,5,"Female","Faculty of Arts","Biomedical Science","1st year","Yes","Inactive"
7.055,77.855,95.351,24,1,2,4,4,1,2,4,4,3,3,4,1,3,2,4,4,4,2,"Male","Telfer School of Management","Commerce JD","5th year","Yes","Inactive"
138.001,113.775,85.261,24,5,2,3,3,4,1,3,4,3,3,3,1,4,2,4,4,1,4,"Male","Faculty of Arts","Commerce","1st year","Yes","Inactive"
9.666,156.793,103.886,20,4,4,3,1,4,2,5,1,4,1,2,1,3,4,3,3,3,4,"Male","Telfer School of Management","Economics","1st year","No","Inactive"
19.086,404.145,66.401,19,4,3,4,1,3,2,2,4,5,3,3,2,5,2,5,4,4,4,"Female","Faculty of Science","Psychology and Linguistics (joint honors)","2nd year","Yes","Light PA"
12.744,133.047,384.074,24,2,5,5,2,5,1,4,1,4,1,3,3,4,4,5,3,2,3,"Female","Telfer School of Management","biomed","1st year","Yes","Moderate PA"
319.936,120.925,128.69,20,4,5,1,4,5,2,2,4,2,4,3,5,2,2,2,5,4,4,"Perfer not to disclose","Faculty of Social Sciences","Biomedical science","4th year","Yes","Moderate PA"
1.584,316.633,88.324,19,3,2,3,2,5,2,5,2,4,3,2,2,3,1,5,4,4,4,"Female","Faculty of Science","economics","1st year","Yes","Light PA"
5.29,186.547,93.859,19,5,5,5,1,1,2,3,4,4,2,3,4,4,2,2,2,4,5,"Female","Faculty of Health Sciences","Psychology","1st year","Yes","Inactive"
22.552,126.471,502.909,21,3,5,2,5,4,3,5,3,3,3,3,4,4,2,4,3,2,3,"Female","Faculty of Health Sciences","psychology","1st year","Yes","Vigorous PA"
3.96,101.273,370.501,18,2,4,3,1,4,2,5,1,2,2,5,2,3,1,4,4,2,4,"Female","Telfer School of Management","Business Technology Management","2nd year","Yes","Moderate PA"
7.237,70.505,57.883,18,3,1,5,2,4,3,4,4,4,3,3,4,2,3,1,2,2,4,"Male","Telfer School of Management","Psychology","1st year","Yes","Moderate PA"
7.16,62.47,132.432,20,3,4,4,4,4,3,2,4,3,2,4,3,2,2,4,5,2,3,"Female","Faculty of Science","finance","4th year","No","Inactive"
9.117,91.231,85.087,21,3,1,3,4,4,2,5,1,1,2,3,4,4,1,3,4,2,4,"Female","Faculty of Science","Health Sciences","1st year","No","Inactive"
12.248,130.879,64.884,21,3,2,4,2,3,1,5,2,2,3,2,1,3,3,4,4,3,4,"Female","Faculty of Social Sciences","Biochemistry","2nd year","Yes","Vigorous PA"
11.424,64.464,89.91,21,4,3,3,2,3,2,4,3,3,1,3,2,1,3,4,2,2,3,"Female","Faculty of Arts","Joint honours psychology and linguistics","2nd year","Yes","Light PA"
0.83,86.25,221.62,32,3,2,2,2,4,5,2,1,3,3,4,3,4,1,4,4,4,4,"Male","Faculty of Egineering","biomed sciences","1st year","No","Light PA"
28.716,107.802,13.96,22,4,2,3,4,5,2,3,4,2,1,4,2,2,2,4,5,1,4,"Female","Faculty of Science","Biomedical Sciences","2nd year","No","Inactive"
22.541,130.085,144.417,19,4,2,4,1,5,3,3,2,2,2,1,2,3,1,3,2,2,5,"Female","Faculty of Social Sciences","Linguistics","1st year","Yes","Inactive"
12.205,79.414,212.833,20,4,3,5,1,3,2,2,2,4,3,4,2,4,2,5,4,1,2,"Female","Telfer School of Management","Computer Science","1st year","No","Moderate PA"
96.621,159.672,256.539,45,4,4,3,3,4,2,2,2,3,2,4,3,1,4,4,3,1,4,"Female","Faculty of Science","Science of physical activity","Other","Yes","Light PA"
14.203,78.497,37.295,19,4,1,4,2,4,4,3,1,2,2,2,1,4,3,3,5,3,5,"Female","Faculty of Arts","public administration and political science","1st year","No","Light PA"
7.658,78.402,66.576,26,3,5,5,1,5,1,3,2,1,1,2,2,3,1,3,3,3,4,"Female","Faculty of Social Sciences","Biomedical science","2nd year","Yes","Moderate PA"
0.83,89.1,96.744,18,5,4,2,3,2,3,5,5,4,1,4,4,4,4,2,5,4,4,"Male","Telfer School of Management","Finance","1st year","No","Moderate PA"
56.681,9.195,266.145,20,4,4,5,4,2,3,1,2,3,2,4,1,1,4,5,4,1,2,"Female","Telfer School of Management","Commerce-Management","1st year","Yes","Moderate PA"
0.819,136.167,95.351,51,4,3,3,4,4,4,5,2,5,1,5,2,2,4,3,2,3,3,"Male","Faculty of Health Sciences","Psychology","2nd year","Yes","Light PA"
36.412,178.495,68.951,19,1,4,5,3,4,4,4,2,4,1,2,4,2,1,4,3,3,3,"Female","Faculty of Health Sciences","Health Sciences","1st year","No","Light PA"
5.973,96.677,104.473,20,3,3,5,2,4,1,5,1,3,3,1,4,2,1,1,3,2,1,"Female","Faculty of Social Sciences","marketing","1st year","Yes","Light PA"
15.728,259.508,67.828,38,5,2,3,3,4,3,3,1,2,2,4,1,3,2,4,4,1,4,"Female","Faculty of Health Sciences","Finance","1st year","Yes","Vigorous PA"
342.236,187.811,166.544,22,4,2,4,3,4,4,5,4,2,4,3,1,5,1,3,2,2,4,"Female","Telfer School of Management","Psychology","2nd year","Yes","Inactive"
56.95,174.084,100.043,18,3,3,4,2,4,2,2,2,1,1,3,5,4,4,3,5,4,1,"Female","Faculty of Health Sciences","Business and management","3rd year","Yes","Inactive"
23.647,119.941,69.803,19,4,2,5,1,4,3,3,5,2,2,2,3,2,2,5,4,1,4,"Male","Faculty of Science","Health Sciences","1st year","No","Moderate PA"
8.78,65.181,34.767,19,5,1,5,3,3,2,5,4,3,2,3,2,3,2,3,3,1,3,"Male","Faculty of Science","Marketing","1st year","Yes","Light PA"
7.851,262.075,176.801,19,2,2,3,2,3,2,1,4,4,4,3,1,3,2,4,4,2,4,"Female","Faculty of Arts","DLS","2nd year","No","Vigorous PA"
23.874,343.826,91.182,19,2,3,2,4,5,4,2,3,4,2,2,2,2,2,4,3,1,5,"Female","Faculty of Health Sciences","psych","1st year","No","Light PA"
9.003,79.357,79.801,23,4,3,2,1,5,2,5,4,3,2,2,3,3,2,4,3,4,3,"Male","Faculty of Health Sciences","management","1st year","Yes","Inactive"
18.248,100.669,99.846,24,4,2,2,2,2,2,2,3,2,2,4,3,2,3,4,4,2,4,"Female","Faculty of Social Sciences","HK","1st year","No","Light PA"
620.854,63.598,127.242,19,3,2,2,4,4,2,3,2,2,2,2,1,2,2,3,4,2,2,"Female","Telfer School of Management","Computer Science","2nd year","No","Light PA"
10.398,481.628,1264.756,19,4,2,4,2,4,2,3,4,2,2,3,4,1,2,5,3,2,5,"Female","Telfer School of Management","Food and Nutrition","1st year","Yes","Light PA"
12.205,125.493,82.078,38,2,2,4,1,4,4,4,3,2,4,3,4,3,4,4,4,2,4,"Female","Faculty of Science","Finance","1st year","No","Moderate PA"
55.003,101.635,106.112,26,4,3,4,5,4,3,3,1,5,2,1,4,4,2,4,2,2,2,"Female","Telfer School of Management","Health Sciences","1st year","Yes","Moderate PA"
71.733,142.8,77.723,23,3,4,4,3,3,2,3,2,3,4,2,1,1,4,3,4,4,2,"Male","Faculty of Health Sciences","Bachelor of Human Kinetics","1st year","No","Vigorous PA"
10.029,144.845,654.089,23,4,4,4,2,5,4,4,1,3,1,3,1,5,4,4,2,3,4,"Male","Faculty of Social Sciences","Health science","1st year","Yes","Light PA"
18.801,109.724,68.834,20,3,5,3,1,1,2,5,4,3,2,5,1,4,2,2,4,1,2,"Female","Faculty of Egineering","Biomedical science","1st year","Yes","Vigorous PA"
14.329,14.286,239.249,20,4,4,5,2,5,2,4,3,3,2,4,1,4,2,4,4,1,4,"Female","Faculty of Science","Psychology Bsc","1st year","No","Inactive"
6.538,133.047,57.673,34,5,4,3,1,3,4,1,2,2,2,2,2,4,2,5,3,3,2,"Female","Faculty of Science","Food and Nutrition","1st year","No","Moderate PA"
57.36,68.517,113.36,27,4,2,3,2,5,1,4,3,3,2,5,4,4,4,4,1,2,4,"Female","Faculty of Social Sciences","Finance","1st year","Yes","Light PA"
8.191,42.766,121.758,19,3,2,4,4,4,1,4,3,3,1,2,2,3,2,4,4,1,3,"Female","Faculty of Social Sciences","Biomedical Science","2nd year","Yes","Light PA"
6.754,125.553,99.208,27,3,2,2,4,4,3,2,1,3,1,2,1,2,3,3,4,2,1,"Female","Faculty of Health Sciences","Honours Bsc psychology","1st year","No","Vigorous PA"
4.391,67.403,100.125,21,2,3,4,2,5,3,4,2,3,1,3,1,2,1,4,5,3,4,"Female","Telfer School of Management","health science","1st year","Yes","Light PA"
5.377,75.579,97.763,51,4,2,4,2,4,2,4,3,2,3,2,4,4,3,3,4,2,3,"Male","Faculty of Science","Health Sciences","1st year","No","Inactive"
391.603,115.532,41.093,19,2,1,2,3,5,4,4,2,2,2,3,1,4,2,3,4,3,2,"Male","Faculty of Science","finance","2nd year","Yes","Light PA"
8.93,123.893,77.758,25,3,4,5,3,3,2,5,2,2,3,5,4,4,1,4,2,2,4,"Female","Faculty of Science","Management","2nd year","No","Light PA"
7.963,90.54,53.379,27,5,3,3,2,4,1,3,2,3,1,2,1,4,1,4,2,1,4,"Female","Faculty of Social Sciences","Nursing","1st year","Yes","Vigorous PA"
6.683,68.517,55.356,21,3,2,2,2,5,2,2,1,2,1,3,1,4,3,2,3,3,3,"Female","Telfer School of Management","Management","1st year","Yes","Inactive"
7.046,92.346,90.341,20,4,2,3,4,3,4,1,4,4,3,3,1,3,2,3,4,5,2,"Male","Faculty of Health Sciences","Biomedical Science","3rd year","Yes","Light PA"
2.557,1011.205,117.398,21,4,2,4,2,2,1,5,1,3,1,1,1,3,1,1,3,1,3,"Female","Faculty of Science","biomedical sciences","1st year","No","Inactive"
19.942,8.546,260.696,18,4,2,2,2,4,1,4,2,1,2,2,4,3,4,3,1,2,3,"Female","Faculty of Health Sciences","Biomedical science","2nd year","No","Light PA"
1.047,15.942,88.759,22,2,3,3,4,4,1,5,2,4,2,4,1,3,3,4,5,2,5,"Female","Faculty of Arts","psychology/linguistics","1st year","No","Light PA"
50.48,105.724,82.679,25,2,3,4,1,4,1,2,2,5,1,1,1,3,4,5,2,1,4,"Female","Faculty of Science","Biomedical Science","1st year","No","Inactive"
5.604,755.239,15.702,19,2,2,4,3,5,1,2,4,4,4,4,3,2,2,4,2,1,4,"Male","Faculty of Science","Health Sciences","1st year","Yes","Light PA"
8.295,78.924,74.071,18,4,2,4,1,5,1,4,4,4,1,3,4,1,1,4,1,1,4,"Female","Telfer School of Management","Bsc psychology","1st year","Yes","Moderate PA"
10.973,19.547,92.343,20,4,2,4,2,4,2,4,2,2,3,4,2,5,1,5,5,5,4,"Female","Faculty of Arts","Biomedical","1st year","Yes","Light PA"
18.971,76.319,66.546,21,5,3,3,3,5,3,3,4,4,1,4,3,5,2,3,5,1,2,"Male","Faculty of Social Sciences","Management","1st year","Yes","Light PA"
17.668,138.205,112.001,22,3,3,2,2,5,2,1,5,4,2,2,1,3,1,4,4,4,4,"Male","Telfer School of Management","psychology and linguistics","2nd year","Yes","Vigorous PA"
3.651,33.373,141.09,18,2,3,3,1,4,2,3,4,2,1,1,2,4,1,5,5,1,5,"Male","Faculty of Health Sciences","nursing","1st year","Yes","Moderate PA"
5.253,111.927,968.724,33,1,5,4,4,4,4,4,1,3,1,3,4,4,1,5,1,4,5,"Male","Faculty of Social Sciences","Nursing","2nd year","No","Moderate PA"
0.795,270.249,34.767,21,4,3,5,3,4,4,4,2,2,2,4,4,3,1,3,2,4,4,"Female","Faculty of Health Sciences","Human Kinetics","3rd year","No","Moderate PA"
9.981,137.222,188.641,20,2,2,4,2,5,3,2,3,4,1,2,1,4,1,4,4,4,3,"Male","Telfer School of Management","BASc Computer Engineering, Engineering Management and Entrepreneurship Option","2nd year","No","Vigorous PA"
4.035,60.52,85.907,23,3,1,3,2,3,1,5,1,2,1,3,2,1,3,4,4,2,3,"Female","Telfer School of Management","Biomedical science","1st year","No","Light PA"
4.279,53.07,71.015,18,3,4,4,1,3,5,5,4,3,3,3,3,3,1,5,3,2,4,"Female","Faculty of Social Sciences","Business Technology Management","1st year","Yes","Inactive"
10.08,74.008,65.501,22,1,1,4,1,3,2,3,1,4,1,2,3,4,1,4,2,1,3,"Female","Faculty of Science","Psych","1st year","Yes","Inactive"
20.268,103.225,113.36,20,3,2,4,5,2,2,4,3,2,1,3,1,4,2,3,3,3,3,"Female","Telfer School of Management","Psychology and Linguistics","1st year","No","Moderate PA"
78.839,14.286,71.872,20,4,2,3,2,1,1,4,2,2,4,1,1,2,4,3,4,3,4,"Female","Faculty of Science","Computer Science","1st year","No","Inactive"
8.76,15.525,84.038,22,4,2,5,1,4,2,3,2,4,3,3,1,2,4,3,3,2,5,"Male","Faculty of Science","Health science","2nd year","Yes","Moderate PA"
12.032,13.176,110.552,22,4,2,5,4,2,3,4,3,1,1,3,1,4,2,2,2,3,4,"Female","Faculty of Science","BA Psychology","2nd year","Yes","Light PA"
17.144,137.664,23.203,19,4,3,3,4,3,1,2,4,2,4,5,2,3,2,5,3,4,4,"Female","Faculty of Health Sciences","psychology","1st year","No","Inactive"
23.874,59.523,165.781,19,2,4,4,3,5,4,2,1,4,3,2,4,3,1,5,4,1,5,"Female","Faculty of Health Sciences","Psychology BSc.","1st year","No","Light PA"
3.669,94.636,84.541,39,5,1,4,4,2,3,2,3,2,4,3,4,4,1,5,3,2,5,"Male","Faculty of Health Sciences","Biochemistry","1st year","Yes","Moderate PA"
4.306,111.111,194.163,21,3,4,3,2,2,1,3,3,4,4,2,2,1,3,2,3,3,5,"Female","Telfer School of Management","Marketing","2nd year","No","Moderate PA"
