"TimerPES_First.Click","TimerPES_Last.Click","TimerPES_Page.Submit","TimerPES_Click.Count","PES_1","PES_2","PES_3","PES_4","PES_5","PES_6","PES_7","PES_8","PES_9","PES_10","PES_11","PES_12","PES_13","PES_14","PES_15","PES_16","PES_17","PES_18","Gender","Faculty","Program","Year.Program","First.Semester","PA_profile"
117.07,233.776,234.542,19,5,2,4,2,4,2,4,2,3,2,4,2,4,2,4,3,2,4,"Female","Telfer School of Management","Business and management","5th year","Yes","Moderate PA"
21.708,132.839,133.525,26,3,3,4,2,4,3,3,3,3,2,3,2,3,3,4,3,3,3,"Male","Faculty of Social Sciences","Political Science","2nd year","No","Light PA"
18.208,117.223,120.437,21,4,4,3,4,3,2,3,4,2,3,2,4,2,3,4,4,2,4,"Female","Faculty of Science","Biomed","1st year","Yes","Light PA"
12.198,60.52,60.987,21,3,3,4,2,4,2,4,2,4,2,3,2,3,2,4,3,3,4,"Female","Faculty of Science","Biomedical Science","1st year","Yes","Moderate PA"
43.668,132.945,134.101,24,1,5,1,5,1,5,1,5,1,5,1,5,4,5,1,4,5,4,"Female","Telfer School of Management","sciences commerciales spécialisées en comptabilité","2nd year","No","Inactive"
7.03,109.724,111.542,21,3,2,4,2,4,2,4,1,4,1,4,2,3,2,4,3,2,4,"Female","Faculty of Science","Biomedical Science","1st year","Yes","Light PA"
117.07,233.776,234.542,19,5,2,4,2,4,2,4,2,3,2,4,2,4,2,4,3,2,4,"Female","Telfer School of Management","Business and management","5th year","Yes","Moderate PA"
8.343,68.263,68.951,18,2,4,2,4,2,4,2,4,2,1,2,1,2,3,3,4,4,4,"Female","Telfer School of Management","finance","2nd year","No","Light PA"
78.083,166.715,167.633,18,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,4,2,4,"Female","Telfer School of Management","Management","2nd year","No","Moderate PA"
17.342,221.991,224.086,29,2,3,2,3,3,3,3,2,3,2,2,3,2,2,3,4,2,3,"Female","Faculty of Science","Biology","2nd year","No","Light PA"
7.759,68.517,69.671,20,4,2,5,2,4,2,4,2,4,2,4,1,4,1,5,2,1,1,"Female","Faculty of Health Sciences","human kinetics","4th year","No","Vigorous PA"
13.942,70.505,71.511,22,2,3,3,3,4,3,3,2,2,1,1,1,2,2,2,4,2,3,"Female","Telfer School of Management","International Management","2nd year","No","Light PA"
15.42,105.724,107.467,18,2,2,2,4,2,3,3,3,3,3,2,4,2,3,3,3,2,3,"Female","Faculty of Social Sciences","chra","4th year","No","Light PA"
0.669,15.942,16.378,20,2,1,2,3,2,3,4,3,5,3,2,2,4,4,3,3,3,4,"Male","Telfer School of Management","acounting","2nd year","No","Vigorous PA"
18.845,147.692,150.015,19,3,2,4,2,4,2,4,2,4,1,3,2,3,2,4,4,2,4,"Female","Faculty of Health Sciences","Health Sciences","4th year","No","Light PA"
13.864,75.579,76.072,25,4,4,4,2,4,2,4,2,3,2,3,2,4,2,4,2,2,4,"Male","Telfer School of Management","B.Com, Marketing","2nd year","No","Moderate PA"
3.669,65.105,65.921,19,3,1,4,1,3,1,3,1,3,1,2,2,3,1,3,2,1,4,"Female","Faculty of Social Sciences","CRM and PSY","2nd year","No","Light PA"
30.772,131.878,136.115,23,5,2,5,2,5,2,5,2,4,2,3,2,4,2,4,3,2,4,"Male","Faculty of Social Sciences","Psychology(BA)","1st year","Yes","Vigorous PA"
7.649,42.257,49.698,21,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Female","Faculty of Social Sciences","psych","1st year","Yes","Moderate PA"
4.512,172.972,174.016,33,4,1,4,1,4,1,4,1,4,2,4,2,4,1,4,4,1,4,"Male","Telfer School of Management","Accounting","2nd year","No","Light PA"
8.577,103.505,105.363,19,4,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,"Female","Faculty of Health Sciences","health science","2nd year","No","Light PA"
222.984,492.025,493.285,20,4,3,3,2,4,2,2,2,3,3,2,2,2,2,3,3,2,3,"Female","Faculty of Social Sciences","bsc psychology","1st year","Yes","Moderate PA"
3.742,33.383,34.579,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Perfer not to disclose","Faculty of Health Sciences","interdisciplinary health sciences","1st year","Yes","Light PA"
39.013,103.225,104.583,19,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,4,1,5,"Female","Faculty of Health Sciences","Bachelor of Human Kinetics","4th year","No","Vigorous PA"
2.448,61.711,62.391,39,5,2,5,2,5,2,5,2,5,2,4,2,4,2,5,4,2,4,"Female","Faculty of Social Sciences","Psychology","1st year","Yes","Moderate PA"
48.798,185.533,186.428,22,2,2,3,2,3,2,3,2,4,5,2,3,2,4,3,4,3,4,"Female","Faculty of Social Sciences","service social","1st year","Yes","Light PA"
6.109,62.47,63.469,18,4,2,5,2,5,2,4,2,4,2,3,2,4,2,4,2,2,4,"Female","Faculty of Health Sciences","Health Science","1st year","Yes","Vigorous PA"
78.839,284.119,284.679,29,4,2,4,2,3,3,4,2,3,2,3,2,4,2,4,3,2,3,"Male","Faculty of Health Sciences","Health Science","1st year","Yes","Vigorous PA"
19.086,43.036,47.11,22,3,2,5,1,5,2,5,2,5,2,5,2,4,2,4,1,4,5,"Male","Telfer School of Management","Marketing","2nd year","No","Vigorous PA"
0.808,17.783,18.922,22,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Male","Telfer School of Management","management","2nd year","No","Moderate PA"
10.114,56.372,57.673,21,3,3,4,2,4,2,4,2,3,2,3,2,3,3,4,3,2,4,"Female","Faculty of Health Sciences","Health Sciences","3rd year","No","Moderate PA"
11.519,78.218,78.961,18,5,1,5,1,5,1,4,1,5,1,4,1,4,1,5,3,1,5,"Female","Faculty of Arts","interdisciplinary Studies","2nd year","No","Vigorous PA"
3.902,92.346,94.252,18,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,3,2,4,"Female","Faculty of Health Sciences","Bachelor of Science in Nursing","1st year","Yes","Moderate PA"
17.144,101.635,103.902,18,4,2,3,2,4,2,3,2,4,2,5,2,4,2,4,2,2,4,"Female","Faculty of Health Sciences","Bachelor of Science in Nursing","2nd year","Yes","Light PA"
337.857,3433.736,3435.314,21,4,4,4,4,4,4,3,3,4,2,4,4,4,4,2,2,2,2,"Female","Faculty of Social Sciences","PSYCHOLOGY","2nd year","No","Light PA"
6.152,71.501,72.537,23,3,4,5,2,4,2,4,2,4,2,4,1,5,1,5,1,1,5,"Female","Telfer School of Management","Commerce Finance","2nd year","No","Moderate PA"
7.273,94.212,95.169,19,3,1,4,2,4,2,4,2,3,1,3,2,3,2,4,3,2,4,"Female","Faculty of Science","Biomedical Science","1st year","Yes","Vigorous PA"
1.149,12.405,13.18,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Male","Faculty of Science","Science","1st year","Yes","Moderate PA"
7.863,90.328,99.741,19,3,4,3,3,3,4,2,4,2,4,2,4,2,4,2,2,4,2,"Female","Telfer School of Management","international management","2nd year","No","Inactive"
1.149,12.405,13.18,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Male","Faculty of Science","Science","1st year","Yes","Moderate PA"
16.727,122.225,123.567,19,4,1,4,1,5,1,4,1,3,1,3,1,4,1,4,1,1,4,"Male","Telfer School of Management","Finance Commerce","1st year","Yes","Vigorous PA"
12.237,27.457,27.741,22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Male","Faculty of Social Sciences","economic","3rd year","No","Light PA"
25.863,90.54,91.727,18,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,4,"Female","Faculty of Arts","Communication","2nd year","No","Moderate PA"
55.782,135.602,140.477,21,4,1,5,1,5,1,5,1,5,1,3,1,5,1,5,1,1,5,"Male","Telfer School of Management","Accounting","2nd year","No","Vigorous PA"
11.713,142.8,144.417,22,5,1,5,1,5,1,5,1,3,1,4,1,3,1,4,4,1,5,"Female","Faculty of Health Sciences","Health Sciences","5th year","No","Moderate PA"
342.236,410.091,410.81,18,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,5,1,5,"Female","Faculty of Health Sciences","Human Kinetics","1st year","Yes","Vigorous PA"
12.125,67.393,68.267,18,5,1,4,1,5,1,4,1,5,1,4,1,4,1,5,3,1,5,"Female","Faculty of Arts","DLS","3rd year","No","Moderate PA"
5.629,34.901,35.542,23,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,5,3,3,"Female","Faculty of Social Sciences","poli sci","2nd year","No","Light PA"
9.375,42.766,43.8,22,3,4,2,4,4,2,4,4,2,2,2,3,3,3,4,2,2,4,"Male","Telfer School of Management","Finance","2nd year","No","Light PA"
21.708,132.839,133.525,26,3,3,4,2,4,3,3,3,3,2,3,2,3,3,4,3,3,3,"Male","Faculty of Social Sciences","Political Science","2nd year","No","Light PA"
5.382,92.083,93.859,21,1,3,3,2,4,2,2,2,3,2,2,4,3,2,4,4,3,4,"Male","Faculty of Egineering","Bsc in Computer Engineering","4th year","No","Inactive"
6.581,133.719,134.959,19,2,2,4,2,4,2,3,2,3,2,3,2,3,2,4,3,2,4,"Male","Faculty of Egineering","Software Engineering","3rd year","No","Light PA"
14.672,111.392,112.511,23,4,2,4,2,3,2,3,3,2,1,1,1,2,1,2,4,2,4,"Female","Faculty of Health Sciences","Nursing","1st year","No","Light PA"
7.916,93.152,94.241,19,5,1,5,1,5,1,5,1,4,1,3,1,4,1,1,3,1,5,"Male","Faculty of Arts","Psychology","1st year","Yes","Moderate PA"
11.318,112.461,113.36,20,2,3,2,4,5,5,4,5,2,1,1,3,1,4,3,4,5,3,"Male","Faculty of Social Sciences","Psychology B.Sc.","1st year","Yes","Inactive"
193.416,259.508,260.446,21,4,3,4,3,4,2,3,2,3,2,2,3,3,3,3,3,3,3,"Female","Faculty of Health Sciences","Health Sci","1st year","Yes","Moderate PA"
7.892,89.1,90.694,19,4,2,2,3,4,2,3,2,2,2,2,2,2,2,3,3,3,5,"Female","Faculty of Science","Biomedical","1st year","No","Moderate PA"
22.508,97.252,99.79,20,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,3,"Female","Faculty of Health Sciences","nursing","1st year","Yes","Vigorous PA"
10.655,77.195,77.723,19,4,2,4,2,4,2,5,2,4,1,4,2,4,2,4,4,2,4,"Male","Faculty of Health Sciences","Health Sciences","1st year","Yes","Moderate PA"
10.756,75.059,76.097,18,5,2,4,2,5,2,5,2,4,1,5,2,5,2,5,2,2,4,"Female","Faculty of Health Sciences","Health science","3rd year","No","Light PA"
4.426,30.202,31.575,19,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Female","Faculty of Social Sciences","psychology","3rd year","No","Vigorous PA"
12.73,1011.205,1011.754,19,2,3,2,4,3,4,2,4,2,3,2,4,2,4,2,4,3,4,"Female","Telfer School of Management","Commerce","3rd year","No","Light PA"
2.48,14.394,15.702,21,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,"Female","Faculty of Science","biomed","2nd year","No","Moderate PA"
393.496,821.802,822.565,23,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,"Female","Faculty of Social Sciences","psychology","1st year","Yes","Inactive"
37.978,468.351,470.899,25,2,5,1,4,2,4,2,4,1,3,1,4,2,3,2,4,4,2,"Female","Telfer School of Management","Finance","1st year","Yes","Light PA"
17.835,106.826,108.211,24,3,4,4,4,3,3,3,3,3,2,3,3,3,3,4,3,4,3,"Male","Telfer School of Management","management","2nd year","Yes","Moderate PA"
5.706,66.016,67.001,18,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,3,2,4,"Female","Faculty of Health Sciences","Interdisciplinary Health Sciences","1st year","Yes","Light PA"
13.241,85.818,88.432,18,2,2,2,2,4,2,2,2,2,2,4,3,2,2,4,4,2,1,"Female","Faculty of Health Sciences","Health Science","1st year","Yes","Inactive"
11.724,71.817,72.151,25,3,3,4,2,4,2,4,2,4,1,3,1,3,1,4,2,1,4,"Male","Faculty of Health Sciences","Honours Bachelors of Health Sciences","1st year","Yes","Moderate PA"
9.025,150.132,151.642,19,3,2,4,3,4,3,4,3,3,3,4,3,4,2,4,3,2,4,"Female","Telfer School of Management","marketing","2nd year","No","Light PA"
5.228,87.078,87.525,20,4,2,4,2,4,2,3,2,3,1,2,3,2,2,4,2,2,4,"Female","Faculty of Health Sciences","Nursing","1st year","Yes","Light PA"
24.518,100.735,102.277,19,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,5,1,"Female","Telfer School of Management","management","3rd year","Yes","Inactive"
5.593,62.446,63.195,20,5,1,4,1,5,1,5,1,5,1,5,1,5,1,5,3,1,5,"Male","Telfer School of Management","Business Commerce Management","2nd year","No","Vigorous PA"
5.629,34.901,35.542,23,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,5,3,3,"Female","Faculty of Social Sciences","poli sci","2nd year","No","Light PA"
11.424,284.302,285.993,19,5,2,4,2,4,2,2,2,4,2,2,2,4,2,2,4,1,4,"Male","Faculty of Health Sciences","health science","1st year","Yes","Moderate PA"
7.055,21.43,22.386,28,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,"Female","Telfer School of Management","Finance","2nd year","No","Light PA"
138.001,278.645,279.658,18,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,4,"Female","Faculty of Social Sciences","Major Criminology and Minor Psychology","2nd year","No","Vigorous PA"
9.666,54.615,55.339,19,4,1,4,1,4,1,4,1,4,1,3,1,4,1,4,4,1,4,"Female","Faculty of Health Sciences","Human Kinetics","2nd year","No","Vigorous PA"
19.086,43.036,47.11,22,3,2,5,1,5,2,5,2,5,2,5,2,4,2,4,1,4,5,"Male","Telfer School of Management","Marketing","2nd year","No","Vigorous PA"
12.744,63.598,66.691,18,5,2,5,1,5,1,5,2,5,1,4,1,3,1,5,5,1,5,"Female","Telfer School of Management","bachelor or commerce in Human resource management","2nd year","No","Moderate PA"
319.936,372.101,376.388,21,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,4,1,5,"Male","Faculty of Social Sciences","psychology","2nd year","No","Vigorous PA"
1.584,118.68,119.605,54,5,1,5,1,5,1,4,1,4,2,2,2,4,2,4,2,2,4,"Male","Faculty of Science","Biomedical science","1st year","Yes","Light PA"
5.29,71.215,71.788,21,4,1,4,1,5,1,4,1,3,1,4,1,4,1,5,1,1,4,"Male","Faculty of Science","Computer Science","4th year","No","Moderate PA"
22.552,163.473,164.167,21,4,2,4,2,4,2,3,2,3,2,2,3,2,2,4,4,2,4,"Female","Faculty of Social Sciences","Criminology","1st year","Yes","Light PA"
3.96,57.518,61.882,21,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,5,"Male","Faculty of Egineering","Computer Science","1st year","Yes","Vigorous PA"
7.237,67.221,67.828,19,3,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,4,4,"Female","Telfer School of Management","human resources","2nd year","No","Moderate PA"
7.16,87.931,88.832,20,2,5,1,5,2,5,2,5,1,4,2,5,1,4,3,4,3,5,"Female","Faculty of Social Sciences","Psychology BSc.","1st year","Yes","Light PA"
9.117,128.167,128.848,43,1,3,2,5,3,4,2,4,2,2,2,3,4,4,4,5,4,3,"Male","Telfer School of Management","Management","1st year","Yes","Light PA"
12.248,88.364,89.165,24,3,3,4,2,4,2,3,2,3,2,2,3,4,2,3,2,2,3,"Female","Faculty of Social Sciences","crim","1st year","Yes","Moderate PA"
11.424,284.302,285.993,19,5,2,4,2,4,2,2,2,4,2,2,2,4,2,2,4,1,4,"Male","Faculty of Health Sciences","health science","1st year","Yes","Moderate PA"
0.83,12.812,13.223,19,4,3,3,4,2,3,1,3,4,4,5,2,4,2,1,4,3,3,"Male","Faculty of Social Sciences","economics","3rd year","No","Light PA"
28.716,89.009,89.94,18,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,2,1,5,"Male","Faculty of Arts","Psychology","1st year","Yes","Vigorous PA"
22.541,144.953,148.11,20,4,1,4,1,4,1,4,1,3,2,3,2,4,1,4,2,2,4,"Female","Faculty of Science","Biochemistry","4th year","No","Moderate PA"
12.205,71.192,71.872,23,4,2,4,2,4,2,4,2,4,2,3,2,3,2,4,3,2,4,"Female","Faculty of Health Sciences","Health Sciences","4th year","No","Moderate PA"
96.621,501.833,502.909,19,3,3,4,2,4,2,4,2,3,2,3,3,3,2,4,3,2,4,"Female","Faculty of Health Sciences","nursing","1st year","Yes","Moderate PA"
14.203,92.99,94.185,21,4,2,4,1,4,1,4,1,4,1,4,1,4,1,4,2,1,4,"Female","Faculty of Arts","psychology/linguistics","1st year","Yes","Moderate PA"
7.658,76.774,80.251,29,4,3,3,3,4,2,3,2,2,2,1,3,2,2,2,2,2,2,"Female","Telfer School of Management","Human Resource Management","2nd year","No","Light PA"
0.83,12.812,13.223,19,4,3,3,4,2,3,1,3,4,4,5,2,4,2,1,4,3,3,"Male","Faculty of Social Sciences","economics","3rd year","No","Light PA"
56.681,304.95,306.479,26,4,2,3,2,4,2,3,2,3,2,2,3,3,2,4,3,2,4,"Female","Faculty of Health Sciences","Nursing","1st year","Yes","Moderate PA"
0.819,105.804,106.593,43,4,3,3,2,2,2,2,1,3,2,1,3,4,1,4,2,1,3,"Female","Faculty of Science","Nursing","1st year","Yes","Inactive"
36.412,125.493,126.475,22,4,2,3,2,3,2,4,2,3,2,4,2,4,2,4,3,1,4,"Female","Faculty of Social Sciences","BA Psychology","1st year","Yes","Vigorous PA"
5.973,70.111,70.862,23,3,2,2,2,2,3,3,2,2,4,3,4,2,2,2,4,4,4,"Female","Faculty of Health Sciences","nursing","1st year","Yes","Inactive"
15.728,111.927,112.877,23,2,3,2,3,2,3,2,3,2,2,2,4,3,4,2,4,4,2,"Female","Faculty of Social Sciences","psychology","1st year","No","Inactive"
342.236,410.091,410.81,18,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,5,1,5,"Female","Faculty of Health Sciences","Human Kinetics","1st year","Yes","Vigorous PA"
56.95,119.941,121.016,20,5,1,5,1,5,1,5,1,4,1,5,1,5,1,5,1,1,5,"Female","Faculty of Arts","Psychology","1st year","Yes","Vigorous PA"
23.647,234.873,235.878,24,4,2,4,2,4,2,2,2,2,1,1,4,4,1,5,3,1,5,"Female","Faculty of Social Sciences","Psychology","1st year","Yes","Light PA"
8.78,85.531,86.51,18,4,2,4,2,4,2,4,2,3,2,3,2,4,2,4,4,2,4,"Male","Faculty of Egineering","Computer Science","3rd year","No","Vigorous PA"
7.851,73.612,74.203,23,2,2,3,2,3,2,3,2,3,4,2,4,2,2,3,3,2,3,"Male","Telfer School of Management","Management","2nd year","No","Moderate PA"
23.874,116.992,118.151,20,4,1,5,1,5,1,4,1,3,2,1,1,3,2,4,3,1,4,"Male","Faculty of Science","Biomedical Sciences","1st year","Yes","Moderate PA"
9.003,87.595,88.693,27,5,2,5,2,5,2,4,2,4,1,4,2,4,2,5,4,2,4,"Female","Faculty of Health Sciences","Health Sciences","1st year","Yes","Moderate PA"
18.248,62.372,62.997,22,3,4,3,4,2,4,3,3,4,4,2,4,3,4,4,3,4,4,"Female","Faculty of Science","Biomedical Science","3rd year","No","Light PA"
620.854,1132.089,1133.825,21,2,4,2,4,2,4,2,4,2,3,2,4,2,4,2,4,4,2,"Female","Faculty of Science","Statistics","4th year","No","Inactive"
10.398,76.991,78.809,22,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,4,"Male","Faculty of Science","biomed","1st year","Yes","Light PA"
12.205,71.192,71.872,23,4,2,4,2,4,2,4,2,4,2,3,2,3,2,4,3,2,4,"Female","Faculty of Health Sciences","Health Sciences","4th year","No","Moderate PA"
55.003,146.007,146.936,25,3,3,3,3,4,2,3,3,2,4,3,1,2,3,4,3,3,4,"Female","Faculty of Science","Biomedical Sciences","1st year","Yes","Light PA"
71.733,286.816,287.843,26,2,3,4,2,4,2,3,3,2,1,3,3,3,3,4,3,1,4,"Female","Faculty of Health Sciences","Nursing","1st year","Yes","Inactive"
10.029,66.748,67.627,19,2,3,2,2,2,3,1,2,1,4,2,4,2,4,5,2,3,2,"Female","Faculty of Science","Biomedical Science","1st year","Yes","Inactive"
18.801,159.253,163.363,21,3,4,2,4,4,4,2,4,1,1,1,4,1,2,4,4,3,3,"Female","Faculty of Social Sciences","Psychology","1st year","Yes","Light PA"
14.329,108.147,110.355,20,1,3,4,3,4,3,4,3,4,2,2,2,2,2,4,1,2,4,"Female","Faculty of Health Sciences","Nursing","1st year","Yes","Moderate PA"
6.538,241.411,242.081,23,2,5,1,5,1,5,2,4,1,4,1,4,1,2,1,3,3,2,"Female","Faculty of Social Sciences","psychology","1st year","Yes","Inactive"
57.36,236.627,237.593,24,2,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,2,3,"Female","Telfer School of Management","Accounting","2nd year","No","Light PA"
8.191,82.423,85.128,20,3,3,3,1,3,1,3,1,3,1,2,1,3,1,3,3,1,4,"Female","Telfer School of Management","management","2nd year","No","Light PA"
6.754,31.741,32.236,29,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,"Female","Faculty of Social Sciences","Psychology","1st year","Yes","Light PA"
4.391,109.606,110.552,23,4,2,4,2,5,2,4,2,4,1,4,2,4,2,4,3,2,4,"Male","Faculty of Social Sciences","psychology","3rd year","Yes","Moderate PA"
5.377,42.928,43.51,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Female","Faculty of Social Sciences","psych","2nd year","No","Inactive"
391.603,495.654,496.768,22,2,4,2,4,2,2,3,2,2,4,3,4,3,2,3,4,4,3,"Female","Faculty of Social Sciences","BA in Psychology in French Immersion","1st year","Yes","Light PA"
8.93,73.893,74.845,29,2,4,2,4,1,4,2,2,2,4,2,5,1,4,1,3,4,2,"Female","Faculty of Arts","Psychology linguistics","1st year","Yes","Light PA"
7.963,60.833,62.102,19,4,1,4,1,4,1,3,1,4,1,3,1,3,1,4,3,1,4,"Male","Telfer School of Management","management","1st year","Yes","Vigorous PA"
6.683,86.982,88.095,18,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,"Female","Faculty of Health Sciences","Nursing","1st year","Yes","Light PA"
7.046,77.817,79.101,19,3,4,2,5,4,5,1,4,5,2,2,4,2,4,1,4,4,2,"Female","Faculty of Social Sciences","Bachelor of Science Psychology","1st year","Yes","Light PA"
2.557,231.661,253.465,42,2,3,4,2,4,2,2,2,2,2,3,3,2,2,4,4,3,4,"Male","Faculty of Science","Honours BSc Biomedical Science","1st year","Yes","Inactive"
19.942,207.847,208.868,45,2,3,2,4,3,3,2,4,2,3,2,4,2,3,2,4,4,3,"Female","Faculty of Health Sciences","Health Sciences","1st year","Yes","Inactive"
1.047,89.467,90.269,40,3,2,4,2,4,2,4,2,3,2,3,2,3,2,4,4,2,4,"Female","Faculty of Social Sciences","Criminology","1st year","Yes","Moderate PA"
50.48,130.079,130.717,28,4,2,3,2,3,2,2,2,3,3,2,3,2,3,3,4,2,3,"Male","Faculty of Science","Biomedical Science","1st year","Yes","Light PA"
5.604,67.569,68.681,18,3,3,3,3,4,3,3,3,3,2,2,2,2,2,3,3,3,3,"Female","Faculty of Health Sciences","Nursing","1st year","Yes","Light PA"
8.295,88.607,92.713,27,2,4,3,2,2,2,3,2,2,4,3,3,2,2,3,4,2,4,"Female","Faculty of Social Sciences","Psychology","1st year","Yes","Inactive"
10.973,148.247,149.018,24,4,2,4,2,3,2,4,2,3,2,3,2,3,2,4,2,2,3,"Female","Faculty of Egineering","Computer Engineering","4th year","No","Light PA"
18.971,173.666,176.801,20,5,1,4,1,5,2,4,2,4,2,4,2,4,2,4,3,2,4,"Male","Faculty of Science","Biology","3rd year","No","Vigorous PA"
17.668,118.148,120.371,28,3,3,4,3,3,3,3,3,3,2,3,3,2,2,4,3,2,4,"Female","Faculty of Science","Biomedical science","1st year","Yes","Moderate PA"
3.651,343.236,344.095,22,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Female","Faculty of Health Sciences","health sciences","4th year","No","Moderate PA"
5.253,77.767,78.968,18,2,4,3,4,2,4,2,4,2,2,2,4,2,4,2,4,3,3,"Female","Faculty of Health Sciences","nursing","1st year","Yes","Light PA"
0.795,100.669,102.345,26,4,2,4,1,4,2,4,2,4,1,4,2,4,1,4,2,1,4,"Male","Telfer School of Management","finance","2nd year","No","Moderate PA"
9.981,55.46,56.345,18,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,4,2,"Female","Faculty of Health Sciences","nursing","1st year","No","Light PA"
4.035,72.367,73.927,21,4,2,5,2,4,2,4,2,4,2,4,2,4,2,4,2,2,4,"Male","Telfer School of Management","Bcom majoring in marketing","2nd year","No","Moderate PA"
4.279,49.361,50.341,25,3,3,3,4,3,4,3,4,2,4,3,4,2,4,3,5,3,4,"Male","Telfer School of Management","Bachelor of commerce (option in BTM)","2nd year","No","Light PA"
10.08,100.518,103.307,19,3,2,3,2,3,2,2,3,2,2,3,3,3,2,2,2,4,3,"Female","Telfer School of Management","Commerce","2nd year","No","Light PA"
20.268,130.855,131.776,20,5,1,5,1,5,1,5,1,4,1,5,1,5,1,5,1,1,5,"Female","Faculty of Science","Biology","3rd year","No","Vigorous PA"
78.839,284.119,284.679,29,4,2,4,2,3,3,4,2,3,2,3,2,4,2,4,3,2,3,"Male","Faculty of Health Sciences","Health Science","1st year","Yes","Vigorous PA"
8.76,70.675,71.498,18,2,4,2,4,3,4,2,4,2,3,2,3,2,4,2,2,4,2,"Female","Faculty of Science","Biomed","1st year","Yes","Light PA"
12.032,110.33,110.939,22,1,4,3,4,4,4,2,4,2,1,1,3,1,4,2,5,4,2,"Female","Faculty of Health Sciences","Honours Bachelor of Science in Nursing (BScN)","1st year","Yes","Light PA"
17.144,101.635,103.902,18,4,2,3,2,4,2,3,2,4,2,5,2,4,2,4,2,2,4,"Female","Faculty of Health Sciences","Bachelor of Science in Nursing","2nd year","Yes","Light PA"
23.874,116.992,118.151,20,4,1,5,1,5,1,4,1,3,2,1,1,3,2,4,3,1,4,"Male","Faculty of Science","Biomedical Sciences","1st year","Yes","Moderate PA"
3.669,65.105,65.921,19,3,1,4,1,3,1,3,1,3,1,2,2,3,1,3,2,1,4,"Female","Faculty of Social Sciences","CRM and PSY","2nd year","No","Light PA"
4.306,59.523,60.944,21,4,1,4,1,4,1,4,1,4,1,4,1,3,1,4,5,1,4,"Male","Faculty of Science","biomed","1st year","Yes","Moderate PA"
